GFPipeID,PipeName,GFLocID,GF_LocID_Tag,LocID,Loc,GF_LocName,LocName,GF_FacilityType,GF_FacilityTypeGroup,ReportedFacilityType,LocSegment,LocZone,State,County,InterconnectingEntity,UpdatedTime
120,"Texas Eastern Transmission, LP",1200073705,"",0073705,73705,"","EQT Morris II, Greene Co., PA.","","",WHD,"",2,PA,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072187,"",0072187,72187,"","GULF SOUTH PIPELINE COMPANY, LP - Raceland, LA","","",INT,"",ELA,LA,LAFOURCHE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200074217,"",0074217,74217,"","Gulf South-Kosciusko, Attala Co., MS (Bi-Dir Rec 70217)","","",INT,"",1,MS,ATTALA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070122,"",0070122,70122,"","Cairo, Public","","",LDC,"",1,IL,UNION,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000210,"",0000210,00210,"","Algonquin - Lambertville, NJ","","",INT,"","",NJ,HUNTERDON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073573,"",0073573,73573,"",GIBRALTER ENERGY COMPANY/BLACK WARRIOR,"","",WHD,"",1,MS,CLAY,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073732,"",0073732,73732,"","Blue Racer Midstream-Berne, Monroe Co.,OH","","",WHD,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079995,"",0079995,79995,"","NEXUS INTERCONNECT WITH TETLP MAINLINE, MONROE CO., OH","","",STA,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071331,"",0071331,71331,"","Thebes, IL","","",LDC,"",1,IL,ALEXANDER,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073703,"",0073703,73703,"","Williams-Transco, Lower Chanceford-York Co., PA.","","",INT,"",3,PA,YORK,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000205,"",0000205,00205,"","MENDON (NORFOLK,MA)","","",INT,"","",MA,NORFOLK,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071189,"",0071189,71189,"","UGI CENTRAL - Valley Gas - Martinsburg, PA","","",LDC,"",3,PA,BLAIR,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073659,"",0073659,73659,"","Anadarko-Marsh Creek Trail - Centre, PA","","",WHD,"",3,PA,CENTRE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072026,"",0072026,72026,"","NGO (Miller) - Butler Co., OH","","",LDC,"",2,OH,BUTLER,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072597,"",0072597,72597,"",Summit Utilities Arkansas Inc McRae Junct White AR,"","",LDC,"",1,AR,WHITE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073073,"",0073073,73073,"","Shell Offshore , WD 143, - LAO","","",WHD,"",ELA,OF,WEST DELTA,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000060,"",0000060,00060,"","Southington (HARTFORD,CT)","","",LDC,"","",CT,HARTFORD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073653,"",0073653,73653,"",TEPPCO/Beaumont Vapor Recovery,"","",END,"",STX,TX,JEFFERSON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079975,"",0079975,79975,"",UNIONTOWN WEST,"","",STA,"",2,PA,FAYETTE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079999,"",0079999,79999,"",STRATTON RIDGE,"","",STA,"",STX,TX,BRAZORIA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070043,"",0070043,70043,"","Union Electric - Dexter, MO","","",LDC,"",1,MO,STODDARD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070096,"",0070096,70096,"","UGI CENTRAL - Shippensburg - Oxford, PA","","",LDC,"",3,PA,FRANKLIN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071299,"",0071299,71299,"","East Tenn Gas - Hartsville, TN","","",INT,"",1,TN,TROUSDALE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072004,"",0072004,72004,"","PECO Energy - Planebrook Chester Co., PA","","",LDC,"",3,PA,CHESTER,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000820,"",0000820,00820,"","Wallingford Energy Interconnect (FAIRFIELD,CT)","","",END,"","",CT,NEW HAVEN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070035,"",0070035,70035,"","PECO Energy - Tilghman St. - Chester, PA","","",LDC,"",3,PA,DELAWARE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070070,"",0070070,70070,"","UGI Utilities, Inc. (Columbia Gas) -Lancaster, PA","","",LDC,"",3,PA,LANCASTER,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071365,"",0071365,71365,"","Cobden, IL (thru 71362)","","",LDC,"",1,IL,UNION,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",12000T0002,"",00T0002,T0002,"",Farmersville-Tait - (73270),"","","","","","","","",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000813,"",0000813,00813,"","National Grid-ROCHESTER (PLYMOUTH,MA)","","",LDC,"","",MA,PLYMOUTH,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073193,"",0073193,73193,"","Miss Riv Trans - Stoddard, MO","","",INT,"",1,MO,STODDARD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073505,"",0073505,73505,"",DESF-Angel City Gathering-Goliad Co. TX,"","",WHD,"",STX,TX,GOLIAD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073410,"",0073410,73410,"","Centerpoint Energy-Gathering System, Shelby Co., TX (REC)","","",INT,"",ETX,TX,SHELBY,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073819,"",0073819,73819,"",Tana Exploration Breton Sound Block 25,"","",WHD,"",ELA,OF,BRETON SOUND,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071287,"",0071287,71287,"","Gas Util Dist #2 - Lottie, LA","","",LDC,"",ELA,LA,POINTE COUPEE,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000046,"",0000046,00046,"","Yantic (HARTFORD,CT)","","",LDC,"","",CT,NEW LONDON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073402,"",0073402,73402,"","Great Lakes(Voytek) Energy Interconnect-Fayette Co., PA","","",WHD,"",2,PA,FAYETTE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070109,"",0070109,70109,"",Summit Utilities Arkansas Light AR,"","",LDC,"",1,AR,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070063,"",0070063,70063,"","Huntingburg, IN","","",LDC,"",2,IN,DUBOIS,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070295,"",0070295,70295,"","Anna, IL","","",LDC,"",1,IL,UNION,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200074215,"",0074215,74215,"","Texas Gas Transmission LLC - Lebanon, OH","","",INT,"",2,OH,WARREN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070532,"",0070532,70532,"","Atmos Energy Corporation- Benton, MO","","",LDC,"",1,MO,SCOTT,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000017,"",0000017,00017,"","New Bedford (BRISTOL,MA)","","",LDC,"","",MA,BRISTOL,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072158,"",0072158,72158,"","Avery Gas - Chicksaw Co., MS","","",WHD,"",1,MS,CHICKASAW,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200074040,"",0074040,74040,"","East Ohio Gas - Clarington, OH","","",LDC,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072568,"",0072568,72568,"","Enable Gas Transmission - West Monroe, LA","","",INT,"",ELA,LA,OUACHITA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073735,"",0073735,73735,"",Bonanza - Strike Force Midstream,"","",WHD,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071241,"",0071241,71241,"","Utica, MS","","",LDC,"",ELA,MS,COPIAH,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070266,"",0070266,70266,"","UGI CENTRAL - Huntingdon Gas - Huntingdon, PA","","",LDC,"",3,PA,HUNTINGDON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073187,"",0073187,73187,"","Elizabethtown Gas Company - Linden, NJ","","",LDC,"",3,NJ,UNION,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072944,"",0072944,72944,"","Public Service - Jamesburg - Middlesex Co., NJ","","",LDC,"",3,NJ,MIDDLESEX,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073399,"",0073399,73399,"","FFA Petroleum-Kramer Gathering, Jackson Co., TX","","",WHD,"",STX,TX,JACKSON,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000095,"",0000095,00095,"","Ocean St (PROVIDENCE,RI)","","",END,"","",RI,PROVIDENCE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079052,"",0079052,79052,"",WILCOX PTR AUCTION POINT,"","","","","","","","",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070092,"",0070092,70092,"","Norris City, IL","","",LDC,"",1,IL,WHITE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070907,"",0070907,70907,"",Duke Energy Ohio Inc. Millville,"","",LDC,"",2,OH,BUTLER,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070004,"",0070004,70004,"","Dominion Energy Transmission, Inc - Clarington, OH","","",INT,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073127,"",0073127,73127,"",Paulsboro Refinery,"","",END,"",3,PA,PHILADELPHIA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070077,"",0070077,70077,"","Columbia Gas - Hooker, OH","","",INT,"",2,OH,FAIRFIELD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079543,"",0079543,79543,"",ELA/M1 ZONE BOUNDARY POINT,"","",STA,"",ZB,MS,ATTALA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073708,"",0073708,73708,"","Williams - LMM / Davis II, Greene Co., PA.","","",WHD,"",2,PA,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070633,"",0070633,70633,"","B&T Oil Co., Yoward C.P. - Bee Co., TX","","",WHD,"",STX,TX,BEE,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000099856,"",0099856,99856,"",MAHWAH IN-LINE TRANSFER POINT,"","",STA,"","",NJ,BERGEN,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000061,"",0000061,00061,"","Woodland RD (NORFOLK,MA)","","",LDC,"","",MA,NORFOLK,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079154,"",0079154,79154,"",DOWNSTREAM LINDEN BALANCING POINT,"","",STA,"",3,NJ,UNION,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000023,"",0000023,00023,"","National Grid- EAST BRAINTREE (NORFOLK,MA)","","",LDC,"","",MA,NORFOLK,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200074529,"",0074529,74529,"","TransCameron Extension Oak Grove-Cameron Parish, LA","","",INT,"",WLA,LA,CAMERON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079993,"",0079993,79993,"","NEXUS INTERCONNECT WITH TETLP,OPEN LATERAL,AT HEAD OF OPEN LATERAL","","",STA,"",2,OH,JEFFERSON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073180,"",0073180,73180,"","Bluestone - Hidalgo Co., TX","","",WHD,"",STX,TX,HIDALGO,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073147,"",0073147,73147,"","Centana Intrastate Pipeline Co. - Orange Co., TX","","",INT,"",WLA,TX,ORANGE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072926,"",0072926,72926,"","Kent. Util. - Garrard Co., KY","","",END,"",2,KY,GARRARD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070421,"",0070421,70421,"","Flora, MS","","",LDC,"",ELA,MS,HINDS,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073677,"",0073677,73677,"","Eastern Shore Natural Gas Honeybrook - Lancaster County, PA","","",INT,"",3,PA,LANCASTER,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071144,"",0071144,71144,"","UGI CENTRAL - Twin Gas - Bedford, PA","","",LDC,"",3,PA,BEDFORD,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000835,"",0000835,00835,"","WEST DANBURY (FAIRFIELD,CT)","","",LDC,"","",CT,FAIRFIELD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072967,"",0072967,72967,"","Atmos Energy -Monroe, MS","","",LDC,"",1,MS,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073620,"",0073620,73620,"","Williams - LMM Clark Rd.,  PA.","","",WHD,"",2,PA,FAYETTE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070940,"",0070940,70940,"","Indiana Gas Co. - Westport, IN","","",LDC,"",2,IN,DECATUR,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072936,"",0072936,72936,"","Chandeleur Pipe Line Co. (Cantium, LLC) - MP 41L","","",WHD,"",ELA,OF,MAIN PASS,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073921,"",0073921,73921,"",Midcoast Vidor Interconnect Mansfield Ferry Road Orange Co TX,"","",INT,"",STX,TX,ORANGE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070471,"",0070471,70471,"","Dominion Transmission Inc - Woodsfield, OH","","",INT,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070473,"",0070473,70473,"",Texana Midstream Company LP,"","",LDC,"",STX,TX,COLORADO,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071078,"",0071078,71078,"","Algonquin - Hanover, NJ","","",INT,"",3,NJ,MORRIS,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073604,"",0073604,73604,"","United Texas Oil, LLC","","",WHD,"",STX,TX,GOLIAD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073257,"",0073257,73257,"","Knox Energy Cooperative Association, Inc.","","",LDC,"",2,OH,PREBLE,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000816,"",0000816,00816,"","Revere Power (PROVIDENCE,RI)","","",END,"","",RI,PROVIDENCE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073972,"",0073972,73972,"",Transco Mainline near Woodbridge (Greenway Sands),"","",INT,"",3,NJ,MIDDLESEX,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200074530,"",0074530,74530,"",Gator Express-Plaquemines,"","",END,"",ELA,LA,PLAQUEMINES,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072395,"",0072395,72395,"","Entergy Sabine Power Station - Orange Co., TX","","",INT,"",WLA,TX,ORANGE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073411,"",0073411,73411,"","Discovery/Transco Delivery, LaFourche Parish, LA","","",INT,"",ELA,LA,LAFOURCHE,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000812,"",0000812,00812,"","TMPL (BRISTOL,MA)","","",END,"","",MA,BRISTOL,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079502,"",0079502,79502,"",ETX SERVICE POINT,"","",PPT,"",ETX,TX,SAN JACINTO,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000201,"",0000201,00201,"","Mahwah (BERGEN,NJ)","","",INT,"","",NJ,BERGEN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072871,"",0072871,72871,"",Summit Utilities Arkansas Inc Bodcaw AR,"","",INT,"",ETX,AR,NEVADA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071240,"",0071240,71240,"","Enfield, IL","","",LDC,"",1,IL,WHITE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079986,"",0079986,79986,"",NEXUS FUEL-M-3 MIDSTREAM/HIGH NOON,"","","","","","","","",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071682,"",0071682,71682,"","Philadelphia Gas Works Penrose (Eastwick)-Philadelphia, PA","","",LDC,"",3,PA,PHILADELPHIA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079987,"",0079987,79987,"","NEXUS FUEL-REGENCY-BIG RUN /TWP. ROAD 964, MONROE CO.OH","","","","","","","","",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072972,"",0072972,72972,"",Walter Oil & Gas - WD 106,"","",WHD,"",ELA,OF,WEST DELTA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070298,"",0070298,70298,"","Mississippi Valley - McCool, MS","","",LDC,"",1,MS,ATTALA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073542,"",0073542,73542,"","Blackhawk Energy, LLC -  Entriken Interconnect, PA","","",WHD,"",3,PA,HUNTINGDON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072956,"",0072956,72956,"","Mid Tn Gas Dist - Wilson, TN","","",LDC,"",1,TN,WILSON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073706,"",0073706,73706,"","EQT- Braden Run, Greene Co., PA.","","",WHD,"",2,PA,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073414,"",0073414,73414,"","Hesco - Denali Gathering / Hidalgo Co., TX (REC)","","",WHD,"",STX,TX,HIDALGO,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079662,"",0079662,79662,"",DELMONT DISCHARGE CUSTODY TRANSFER POINT,"","",STA,"",3,PA,WESTMORELAND,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070428,"",0070428,70428,"","Edmonton, KY","","",LDC,"",2,KY,METCALFE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070061,"",0070061,70061,"","Atmos Energy Corporation - Scott Co, MO","","",LDC,"",1,MO,SCOTT,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071964,"",0071964,71964,"","Enbridge Pipelines (East Texas) LP -Longview/Gregg Co., TX","","",INT,"",ETX,TX,GREGG,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073298,"",0073298,73298,"","Cottonwood Energy Company, LP - Newton Co., TX","","",END,"",WLA,TX,NEWTON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073109,"",0073109,73109,"","Red Bay #2, Franklin Co. Al.","","",LDC,"",1,AL,FRANKLIN,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000010,"",0000010,00010,"","Rhode Island Energy - E. Providence (PROVIDENCE,RI)","","",LDC,"","",RI,PROVIDENCE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079989,"",0079989,79989,"","NEXUS FUEL-BLUE RACER MIDSTREAM-BERNE, MONROE CO.,OH","","","","","","","","",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079599,"",0079599,79599,"",MARKET ZONE 3 DOWNSTREAM POINT,"","",STA,"",3,PA,ALLEGHENY,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070244,"",0070244,70244,"","Transco - Linden, NJ - DEL","","",INT,"",3,NJ,UNION,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070983,"",0070983,70983,"","Knox Energy Cooperative - Powhatan Point, OH","","",INT,"",2,OH,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073671,"",0073671,73671,"","CNX Gas Co. LLC - McQuay, Locust Hill ll, Greene Co., PA","","",WHD,"",2,PA,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079928,"",0079928,79928,"","NEXUS FUEL - BAMBINO, MCCLELLAN AVE., GREENE CO., PA","","","","","","","","",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000051,"",0000051,00051,"",Sagamore Station Relocation (Mainland Sagamore),"","",LDC,"","",MA,BARNSTABLE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073242,"",0073242,73242,"","Coastal Oil & Gas - Pawlik #1, Live Oak Co., Tx","","",WHD,"",STX,TX,LIVE OAK,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000806,"",0000806,00806,"",Canal Generating,"","",END,"","",MA,BARNSTABLE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079668,"",0079668,79668,"","EQUITABLE - CRAYNE, PA CUSTODY TRANSFER POINT","","",STA,"",2,PA,GREENE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073334,"",0073334,73334,"","WATERFORD PLANT - WASHINGTON CO., OH","","",END,"",2,OH,WASHINGTON,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079505,"",0079505,79505,"","ZONE M1 24"" SERVICE POINT","","",PPT,"",1,AR,PULASKI,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071616,"",0071616,71616,"","Col. Gas - Fairfield Co., OH","","",INT,"",2,OH,FAIRFIELD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070524,"",0070524,70524,"","Atmos Energy - Amory, MS","","",LDC,"",1,MS,MONROE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072533,"",0072533,72533,"","T & F Exploration, LP., MM - Somerset Co., PA","","",LDC,"",2,PA,SOMERSET,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079619,"",0079619,79619,"",ZONE M3 PAL POINT OF TRANSACTION,"","",VIR,"",3,PA,INDIANA,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073413,"",0073413,73413,"",TENNESSEE GAS P/L - HANGING ROCK LATERAL,"","",INT,"",2,OH,SCIOTO,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071200,"",0071200,71200,"","Targa Resources - Venice, LA","","",PLT,"",ELA,LA,PLAQUEMINES,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070463,"",0070463,70463,"","UGI CENTRAL - Counties Gas Co. - Mifflin Co., PA","","",LDC,"",3,PA,MIFFLIN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070953,"",0070953,70953,"","New Jersey Natural - Freehold, NJ","","",LDC,"",3,NJ,MIDDLESEX,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079994,"",0079994,79994,"","NEXUS INTERCONNECT WITH TETLP, OPEN LATERAL AT KENSINGTON","","","","","","","","",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000039,"",0000039,00039,"","Suffern (ROCKLAND,NY)","","",LDC,"","",NY,ROCKLAND,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073581,"",0073581,73581,"","REX Lebanon (REC), Warren Co., OH","","",INT,"",2,OH,WARREN,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073252,"",0073252,73252,"",Hinds Power Plant,"","",END,"",ELA,MS,HINDS,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073730,"",0073730,73730,"",TGP - Wheelersburg Interconnect,"","",INT,"",2,OH,SCIOTO,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070066,"",0070066,70066,"","Parkway Generation - Sewaren, NJ","","",END,"",3,NJ,MIDDLESEX,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071298,"",0071298,71298,"","E.Tennessee Gas - Mt. Pleasant, Giles Co. TN -DEL (B/D 76298)","","",INT,"",1,TN,GILES,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079613,"",0079613,79613,"",WLA PAL POINT OF TRANSACTION,"","",VIR,"",WLA,LA,CALCASIEU,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200071704,"",0071704,71704,"","Gulf South Pipeline Company, LP - Darnell, LA  (Delivery)","","",INT,"",ELA,LA,WEST CARROLL,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000031,"",0000031,00031,"","Kensington New Haven, CT","","",LDC,"","",CT,HARTFORD,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200079516,"",0079516,79516,"",LEBANON DISCHARGE PATH POINT,"","",STA,"",2,OH,WARREN,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000083,"",0000083,00083,"","Rhode Island Energy-CUMBERLAND (PROVIDENCE,RI)","","",LDC,"","",RI,PROVIDENCE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200070441,"",0070441,70441,"","Grayville, IL","","",LDC,"",1,IL,WHITE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073164,"",0073164,73164,"","DCP Midstream, LP - Goliad Co., TX","","",WHD,"",STX,TX,GOLIAD,"",2026-03-23T09:41:40.296409
100,"Algonquin Gas Transmission, LLC",1000000084,"",0000084,00084,"","Southeast (PUTNAM,NY)","","",LDC,"","",NY,PUTNAM,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200072930,"",0072930,72930,"","PECO Energy - Eddystone, Delaware Co., PA","","",LDC,"",3,PA,DELAWARE,"",2026-03-23T09:41:40.296409
120,"Texas Eastern Transmission, LP",1200073211,"",0073211,73211,"","WEIR (NEEL-SCHAFFER) - CHOCTAW CO., MS.","","",END,"",1,MS,CHOCTAW,"",2026-03-23T09:41:40.296409
